"component","status code","not found","skipped","accepted","total","result","count"
"gpde-sso-shop","200","0","0","0","24","FALSE","24"
"gpnl-core","200","0","2","0","12","FALSE","12"
"gpru-core","200","0","0","0","3","FALSE","3"
"gpsp-core","200","0","2","0","21","FALSE","21"
"gpde-local-group","200","0","0","0","8","FALSE","8"
"gpde-volunteer","200","0","0","0","23","FALSE","23"
"regio-twente","200","0","26","0","156","FALSE","156"
"saas","200","0","90","0","175","FALSE","175"
"glossary","200","2","0","0","2","FALSE","2"
"antibot","200","0","1","0","26","FALSE","26"
"ginvite","200","0","1","2","91","TRUE","91"
"oauth2-server","200","0","4","0","163","FALSE","163"
"sendgrid-integration","200","0","0","0","85","FALSE","85"
"social-admin","200","0","1","12","30","TRUE","30"
"social-newsletter","200","0","2","1","10","TRUE","10"
"social-search-autocomplete","200","0","0","1","4","TRUE","4"
"social-eu-login","200","0","0","0","18","FALSE","18"
"social-dashboard","200","0","2","6","14","TRUE","14"
"social-automation","200","0","6","0","304","FALSE","304"
"social-spam-prevention","200","0","2","11","23","TRUE","23"
"social-webhooks","200","0","2","1","28","TRUE","28"
"social-gamification","200","0","6","1","171","TRUE","171"
"social-resource-library","200","0","9","46","91","TRUE","91"
"social-migrate","200","0","2","8","45","TRUE","45"
"social-scheduler","200","0","0","0","24","FALSE","24"
"social-saas-saml","200","0","2","0","127","FALSE","127"
"social-clone","200","0","2","0","18","FALSE","18"
"social-oauth","200","0","0","0","4","FALSE","4"
"social-mailchimp","200","0","1","1","42","TRUE","42"
"social-restrict-ip","200","0","0","0","13","FALSE","13"
"social-saas-language","200","0","0","0","2","FALSE","2"
"social-disability","200","0","2","1","7","TRUE","7"
"social-tfa","200","0","0","0","30","FALSE","30"
"social-node-statistics","200","0","0","0","29","FALSE","29"
"social-pendo","200","0","0","0","11","FALSE","11"
"social-realtime-collaboration","200","0","0","1","78","TRUE","78"
"social-calendar","200","0","0","0","27","FALSE","27"
"social-discussion","200","0","9","29","118","TRUE","118"
"social-webpurify","200","0","1","0","40","FALSE","40"
"social-task","200","0","1","0","33","FALSE","33"
"social-video","200","0","1","1","57","TRUE","57"
"social-gender","200","0","1","1","14","TRUE","14"
"social-paragraphs-user-roles","200","0","0","0","3","FALSE","3"
"social-thx","200","0","0","0","10","FALSE","10"
"social-saas-permissions","200","0","0","4","8","TRUE","8"
"social-collaboration","200","0","3","13","38","TRUE","38"
"social-signup-redirect","200","0","1","2","14","TRUE","14"
"social-antibot","200","0","0","0","3","FALSE","3"
"social-chat","200","0","0","1","218","TRUE","218"
"social-smart-notifications","200","0","0","0","5","FALSE","5"
"pdf-using-mpdf","200","0","1","0","106","FALSE","106"
"social-o365","200","0","3","2","65","TRUE","65"
"social-saas-dev-helper","200","0","0","0","7","FALSE","7"
"social-content-export","200","0","2","5","22","TRUE","22"
"social-clone-group","200","0","1","0","18","FALSE","18"
"social-organization","200","0","8","0","236","FALSE","236"
"social-seo","200","0","0","0","3","FALSE","3"
"social-layout-builder","200","0","4","1","20","TRUE","20"
"social-course-scorm","200","0","5","5","73","TRUE","73"
"social-advanced-image","200","0","3","1","36","TRUE","36"
"social-resource-suggest","200","0","3","0","50","FALSE","50"
"social-encrypt","200","0","1","0","3","FALSE","3"
"social-profile-extra","200","0","1","0","34","FALSE","34"
"social-real-time","200","0","0","0","19","FALSE","19"
"social-challenge","200","6","18","64","252","TRUE","252"
"social-saas-analytics","200","0","0","0","2","FALSE","2"
"social-wootric","200","0","0","0","9","FALSE","9"
"social-engagement","200","0","0","0","25","FALSE","25"
"social-saas-core","200","0","1","19","31","TRUE","31"
"social-app","200","0","5","4","38","TRUE","38"
"ve","200","0","0","1","287","TRUE","287"
"social-monetization","200","0","8","5","383","TRUE","383"
"social-course-quiz","200","0","12","12","164","TRUE","164"
"social-cookie","200","0","1","0","3","FALSE","3"
"social-webform","200","0","2","0","11","FALSE","11"
"social-ethnicity","200","0","0","0","5","FALSE","5"
"social-tag-moderation","200","0","0","0","13","FALSE","13"
"social-grouptab-management","200","0","1","5","10","TRUE","10"
"social-datalayer","200","0","0","0","25","FALSE","25"
"social-onboarding","200","1","3","9","27","TRUE","27"
"social-registration-fields","200","0","1","4","10","TRUE","10"
"social-swiftmail-sendgrid","200","0","0","0","14","FALSE","14"
"social-comment-export","200","0","2","11","16","TRUE","16"
"social-trending-tags","200","0","1","0","6","FALSE","6"
"social-search-solr","200","0","0","0","8","FALSE","8"
"social-related-content","200","0","0","0","17","FALSE","17"
"social-usercentrics","200","0","0","0","19","FALSE","19"
"social-role-visibility","200","0","1","0","23","FALSE","23"
"social-gtranslate","200","0","1","0","8","FALSE","8"
"social-role-delegation","200","0","0","0","20","FALSE","20"
"social-user-purge","200","0","0","0","10","FALSE","10"
"social-search-grid","200","0","0","0","75","FALSE","75"
"social-group-staging","200","0","2","2","15","TRUE","15"
"social-auth-extra","200","0","0","0","112","FALSE","112"
"social-oe-webtools","200","0","0","0","5","FALSE","5"
"social-comment-extra","200","0","2","1","12","TRUE","12"
"social-sitemap","200","0","0","0","3","FALSE","3"
"social-renamer","200","0","3","0","15","FALSE","15"
