"component","status code","not found","skipped","accepted","total","result","count"
"ginvite","200","9","88","0","97","FALSE","97"
"oauth2-server","200","0","163","0","163","FALSE","163"
"sendgrid-integration","200","0","85","0","85","FALSE","85"
"social-admin","200","0","30","0","30","FALSE","30"
"social-newsletter","200","0","9","0","10","FALSE","10"
"social-search-autocomplete","200","0","4","0","4","FALSE","4"
"social-eu-login","200","0","18","0","18","FALSE","18"
"social-dashboard","200","0","14","0","14","FALSE","14"
"social-automation","200","2","304","0","306","FALSE","306"
"social-spam-prevention","200","6","17","0","23","FALSE","23"
"social-webhooks","200","3","25","0","28","FALSE","28"
"social-gamification","200","94","147","0","253","FALSE","253"
"social-resource-library","200","0","91","0","91","FALSE","91"
"social-migrate","200","0","45","0","45","FALSE","45"
"social-scheduler","200","0","24","0","24","FALSE","24"
"social-saas-saml","200","1","126","0","127","FALSE","127"
"social-clone","200","0","18","0","18","FALSE","18"
"social-oauth","200","0","4","0","4","FALSE","4"
"social-mailchimp","200","0","42","0","42","FALSE","42"
"social-restrict-ip","200","0","13","0","13","FALSE","13"
"social-saas-language","200","0","2","0","2","FALSE","2"
"social-disability","200","0","7","0","7","FALSE","7"
"social-tfa","200","1","30","0","31","FALSE","31"
"social-node-statistics","200","0","28","0","28","FALSE","28"
"social-pendo","200","0","11","0","11","FALSE","11"
"social-realtime-collaboration","200","0","78","0","78","FALSE","78"
"social-calendar","200","0","27","0","27","FALSE","27"
"social-discussion","200","13","117","0","130","FALSE","130"
"social-webpurify","200","1","39","0","40","FALSE","40"
"social-task","200","18","31","0","49","FALSE","49"
"social-video","200","0","57","0","57","FALSE","57"
"social-gender","200","2","12","0","14","FALSE","14"
"social-paragraphs-user-roles","200","0","3","0","3","FALSE","3"
"social-thx","200","0","10","0","10","FALSE","10"
"social-saas-permissions","200","0","8","0","8","FALSE","8"
"social-collaboration","200","0","37","0","37","FALSE","37"
"social-signup-redirect","200","0","14","0","14","FALSE","14"
"social-antibot","200","0","3","0","3","FALSE","3"
"social-chat","200","0","218","0","218","FALSE","218"
"social-smart-notifications","200","0","5","0","5","FALSE","5"
"pdf-using-mpdf","200","0","106","0","106","FALSE","106"
"social-o365","200","0","65","0","65","FALSE","65"
"social-saas-dev-helper","200","0","7","0","7","FALSE","7"
"social-content-export","200","0","22","0","22","FALSE","22"
"social-clone-group","200","0","18","0","18","FALSE","18"
"social-organization","200","10","229","0","239","FALSE","239"
"social-seo","200","0","3","0","3","FALSE","3"
"social-layout-builder","200","0","20","0","20","FALSE","20"
"social-course-scorm","200","0","73","0","73","FALSE","73"
"social-advanced-image","200","0","36","0","36","FALSE","36"
"social-resource-suggest","200","0","50","0","50","FALSE","50"
"social-encrypt","200","0","3","0","3","FALSE","3"
"social-profile-extra","200","0","34","0","34","FALSE","34"
"social-real-time","200","0","19","0","19","FALSE","19"
"social-challenge","200","31","240","0","273","FALSE","273"
"social-saas-analytics","200","0","2","0","2","FALSE","2"
"social-wootric","200","0","9","0","9","FALSE","9"
"social-engagement","200","0","25","0","25","FALSE","25"
"social-saas-core","200","0","31","0","31","FALSE","31"
"social-app","200","0","38","0","38","FALSE","38"
"social-monetization","200","3","380","0","383","FALSE","383"
"social-course-quiz","200","2","162","0","164","FALSE","164"
"social-cookie","200","19","3","0","22","FALSE","22"
"social-webform","200","4","11","0","15","FALSE","15"
"social-ethnicity","200","0","5","0","5","FALSE","5"
"social-tag-moderation","200","0","12","0","13","FALSE","13"
"social-grouptab-management","200","0","10","0","10","FALSE","10"
"social-datalayer","200","0","24","0","24","FALSE","24"
"social-onboarding","200","1","26","0","27","FALSE","27"
"social-registration-fields","200","0","10","0","10","FALSE","10"
"social-swiftmail-sendgrid","200","0","13","0","13","FALSE","13"
"social-comment-export","200","0","16","0","16","FALSE","16"
"social-trending-tags","200","0","6","0","6","FALSE","6"
"social-search-solr","200","0","8","0","8","FALSE","8"
"social-related-content","200","0","17","0","17","FALSE","17"
"social-usercentrics","200","0","19","0","19","FALSE","19"
"social-role-visibility","200","0","23","0","23","FALSE","23"
"social-gtranslate","200","13","8","0","21","FALSE","21"
"social-role-delegation","200","0","20","0","20","FALSE","20"
"social-user-purge","200","0","10","0","10","FALSE","10"
"social-search-grid","200","0","75","0","75","FALSE","75"
"social-group-staging","200","0","15","0","15","FALSE","15"
"social-auth-extra","200","0","112","0","112","FALSE","112"
"social-oe-webtools","200","0","5","0","5","FALSE","5"
"social-comment-extra","200","0","12","0","12","FALSE","12"
"social-sitemap","200","0","3","0","3","FALSE","3"
"social-renamer","200","0","15","0","15","FALSE","15"
