"component","status code","not found","skipped","accepted","total","result","count"
"webform","504","0","0","0","0","FALSE","0"
"social-avatar","200","0","4","22","26","TRUE","26"
"social-certificate","504","0","0","0","0","FALSE","0"
"gpfr-core","200","0","0","3","3","TRUE","3"
"gpde-core","200","0","0","3","3","TRUE","3"
"gpde-helper","200","0","1","2","3","TRUE","3"
"gpde-orchestrator","200","0","14","2","16","TRUE","16"
"gpde-sso-shop","200","0","4","20","24","TRUE","24"
"gpnl-core","200","0","2","10","12","TRUE","12"
"gpru-core","200","0","0","3","3","TRUE","3"
"gpsp-core","200","0","4","17","21","TRUE","21"
"gpde-local-group","200","0","8","0","8","FALSE","8"
"gpde-volunteer","200","0","2","21","23","TRUE","23"
"regio-twente","200","1","79","76","156","TRUE","156"
"saas","200","0","107","68","175","TRUE","175"
"glossary","200","2","0","0","2","FALSE","2"
"antibot","200","0","5","21","26","TRUE","26"
"ginvite","200","9","36","52","97","TRUE","97"
"oauth2-server","200","0","41","122","163","TRUE","163"
"sendgrid-integration","200","0","8","77","85","TRUE","85"
"social-admin","200","0","15","15","30","TRUE","30"
"social-newsletter","200","0","4","6","10","TRUE","10"
"social-search-autocomplete","200","0","2","2","4","TRUE","4"
"social-eu-login","200","0","3","15","18","TRUE","18"
"social-dashboard","200","0","10","4","14","TRUE","14"
"social-automation","200","0","61","243","304","TRUE","304"
"social-spam-prevention","200","6","14","3","23","TRUE","23"
"social-webhooks","200","3","5","20","28","TRUE","28"
"social-gamification","200","89","54","105","248","TRUE","248"
"social-resource-library","200","0","69","22","91","TRUE","91"
"social-migrate","200","0","11","34","45","TRUE","45"
"social-scheduler","200","0","7","17","24","TRUE","24"
"social-saas-saml","200","1","23","103","127","TRUE","127"
"social-clone","200","0","4","14","18","TRUE","18"
"social-oauth","200","0","1","3","4","TRUE","4"
"social-mailchimp","200","0","6","36","42","TRUE","42"
"social-restrict-ip","200","0","2","11","13","TRUE","13"
"social-saas-language","200","0","2","0","2","FALSE","2"
"social-disability","200","0","4","3","7","TRUE","7"
"social-tfa","200","1","4","26","31","TRUE","31"
"social-node-statistics","200","0","10","18","28","TRUE","28"
"social-pendo","200","0","1","10","11","TRUE","11"
"social-realtime-collaboration","200","0","13","65","78","TRUE","78"
"social-calendar","200","0","13","14","27","TRUE","27"
"social-discussion","200","13","56","61","130","TRUE","130"
"social-webpurify","200","1","10","29","40","TRUE","40"
"social-task","200","18","6","25","49","TRUE","49"
"social-video","200","0","16","41","57","TRUE","57"
"social-gender","200","2","3","9","14","TRUE","14"
"social-paragraphs-user-roles","200","0","1","2","3","TRUE","3"
"social-thx","200","0","6","4","10","TRUE","10"
"social-saas-permissions","200","0","8","0","8","FALSE","8"
"social-collaboration","200","0","20","18","38","TRUE","38"
"social-signup-redirect","200","0","3","11","14","TRUE","14"
"social-antibot","200","0","1","2","3","TRUE","3"
"social-chat","200","0","26","192","218","TRUE","218"
"social-smart-notifications","200","0","1","4","5","TRUE","5"
"pdf-using-mpdf","200","0","12","94","106","TRUE","106"
"social-o365","200","0","9","56","65","TRUE","65"
"social-saas-dev-helper","200","0","6","1","7","TRUE","7"
"social-content-export","200","0","18","4","22","TRUE","22"
"social-clone-group","200","0","4","14","18","TRUE","18"
"social-organization","200","8","68","163","239","TRUE","239"
"social-seo","200","0","1","2","3","TRUE","3"
"social-layout-builder","200","0","11","9","20","TRUE","20"
"social-course-scorm","200","0","31","42","73","TRUE","73"
"social-advanced-image","200","0","25","11","36","TRUE","36"
"social-resource-suggest","200","0","17","33","50","TRUE","50"
"social-encrypt","200","0","1","2","3","TRUE","3"
"social-profile-extra","200","0","9","25","34","TRUE","34"
"social-real-time","200","0","1","18","19","TRUE","19"
"social-challenge","200","31","115","129","275","TRUE","275"
"social-saas-analytics","200","0","2","0","2","FALSE","2"
"social-wootric","200","0","1","8","9","TRUE","9"
"social-engagement","200","0","1","24","25","TRUE","25"
"social-saas-core","200","0","30","1","31","TRUE","31"
"social-app","200","0","18","20","38","TRUE","38"
"ve","200","3","48","237","288","TRUE","288"
"social-monetization","200","3","78","302","383","TRUE","383"
"social-course-quiz","200","2","162","0","164","FALSE","164"
"social-cookie","200","19","1","2","22","TRUE","22"
"social-webform","200","4","7","4","15","TRUE","15"
"social-ethnicity","200","0","2","3","5","TRUE","5"
"social-tag-moderation","200","0","2","11","13","TRUE","13"
"social-grouptab-management","200","0","7","3","10","TRUE","10"
"social-datalayer","200","0","5","20","25","TRUE","25"
"social-onboarding","200","1","16","10","27","TRUE","27"
"social-registration-fields","200","0","5","5","10","TRUE","10"
"social-swiftmail-sendgrid","200","0","6","8","14","TRUE","14"
"social-comment-export","200","0","13","3","16","TRUE","16"
"social-trending-tags","200","0","2","4","6","TRUE","6"
"social-search-solr","200","0","1","7","8","TRUE","8"
"social-related-content","200","0","2","15","17","TRUE","17"
"social-usercentrics","200","0","3","16","19","TRUE","19"
"social-role-visibility","200","0","3","20","23","TRUE","23"
"social-gtranslate","200","0","2","6","8","TRUE","8"
"social-role-delegation","200","0","2","18","20","TRUE","20"
"social-user-purge","200","0","1","9","10","TRUE","10"
"social-search-grid","200","0","13","62","75","TRUE","75"
"social-group-staging","200","0","6","9","15","TRUE","15"
"social-auth-extra","200","0","14","98","112","TRUE","112"
"social-oe-webtools","200","0","1","4","5","TRUE","5"
"social-comment-extra","200","0","4","8","12","TRUE","12"
"social-sitemap","200","0","1","2","3","TRUE","3"
"social-renamer","200","0","4","11","15","TRUE","15"
